Candidate ID,Name,Number of characters in Original Name,Month of Birth,Year of Birth,Gender,State (Location),10th percentage,12th percentage,10th Completion Year,12th Completion year,Degree of study,Specialization in study,College percentage,Year of Completion of college,English 1,English 2,English 3,English 4,Quantitative Ability 1,Quantitative Ability 2,Quantitative Ability 3,Quantitative Ability 4,Domain Skills 1,Domain Skills 2,Domain Test 3,Domain Test 4,Analytical Skills 1,Analytical Skills 2,Analytical Skills 3,Performance
222,AaS,13,DEC,Y7,A,J,80.0,81.6,Y14,Y16,X,B,76.05,Y20,64.1509433962264,74.52229299363059,69.6969696969697,80.3680981595092,63.9344262295082,82.0359281437126,83.2402234636871,84.97109826589599,67.85714285714289,69.7841726618705,73.79310344827591,89.7810218978102,78.1818181818182,91.1392405063291,67.816091954023,BP
669,AiS,13,JAN,Y8,B,E,90.72,81.33,Y14,Y16,X,G,70.0,Y20,47.1698113207547,66.8789808917198,60.0,70.5521472392638,37.7049180327869,52.095808383233496,67.5977653631285,61.849710982659,37.5,71.2230215827338,53.1034482758621,50.3649635036496,45.454545454545496,77.2151898734177,32.183908045977,MP
1169,SiM,15,AUG,Y6,A,N,87.6,79.5,Y13,Y15,X,B,60.71,Y20,90.5660377358491,92.3566878980892,92.7272727272727,90.1840490797546,87.70491803278695,95.3592814371257,90.50279329608944,80.34682080924858,44.6428571428571,62.589928057554,48.9655172413793,78.1021897810219,81.8181818181818,86.07594936708858,81.60919540229891,BP
1188,VtB,12,APR,Y7,A,T,73.83,74.8,Y14,Y16,X,B,67.18,Y20,28.3018867924528,69.4267515923567,47.8787878787879,61.963190184049104,49.016393442623,68.8622754491018,73.1843575418994,76.878612716763,35.7142857142857,61.151079136690704,62.758620689655196,47.4452554744526,78.1818181818182,65.8227848101266,83.9080459770115,BP
134,BtD,15,JAN,Y7,A,J,76.2,68.0,Y13,Y15,X,B,69.02,Y20,49.0566037735849,65.6050955414013,64.8484848484849,68.0981595092025,65.57377049180329,76.0479041916168,74.30167597765359,76.878612716763,53.571428571428605,72.6618705035971,54.48275862068971,85.4014598540146,67.2727272727273,86.07594936708858,58.6206896551724,BP
668,RaA,15,OCT,Y7,B,E,89.33,86.5,Y14,Y17,X,G,73.16,Y20,54.7169811320755,77.0700636942675,66.0606060606061,66.8711656441718,59.016393442623,65.2694610778443,73.1843575418994,69.9421965317919,66.0714285714286,78.41726618705042,77.9310344827586,66.42335766423359,72.7272727272727,74.6835443037975,52.8735632183908,BP
1007,KvH,16,DEC,Y7,A,I,80.33,68.83,Y14,Y16,X,G,85.0,Y20,60.377358490565996,64.33121019108279,76.969696969697,76.6871165644172,77.04918032786891,79.6407185628743,82.122905027933,83.8150289017341,60.71428571428571,76.9784172661871,71.0344827586207,67.8832116788321,80.0,91.1392405063291,77.01149425287359,MP
1203,KaP,16,NOV,Y8,B,D,75.5,85.0,Y14,Y16,X,B,80.3,Y20,41.509433962264204,68.1528662420382,63.636363636363605,55.828220858895705,68.6885245901639,88.02395209580841,56.4245810055866,80.34682080924858,50.0,88.4892086330935,53.1034482758621,62.043795620438004,90.9090909090909,91.1392405063291,88.5057471264368,BP
1131,PtS,13,FEB,Y7,A,N,83.8,84.0,Y13,Y15,X,B,62.2,Y20,52.8301886792453,64.33121019108279,67.2727272727273,69.3251533742331,47.5409836065574,65.2694610778443,65.3631284916201,63.00578034682079,48.21428571428571,68.3453237410072,68.2758620689655,59.1240875912409,90.9090909090909,81.01265822784809,95.40229885057471,BP
1190,RaD,12,OCT,Y7,B,C,85.0,93.9,Y14,Y16,X,G,73.3,Y20,41.509433962264204,59.235668789808905,63.636363636363605,64.4171779141104,36.065573770491795,49.7005988023952,57.541899441340796,67.6300578034682,55.3571428571429,72.6618705035971,72.4137931034483,64.963503649635,67.2727272727273,68.3544303797468,67.816091954023,MP
111,HhB,15,AUG,Y7,A,D,88.8,77.4,Y14,Y16,X,L,72.9,Y20,73.5849056603774,84.7133757961783,81.8181818181818,81.59509202453991,52.4590163934426,74.85029940119759,57.541899441340796,67.6300578034682,48.21428571428571,72.6618705035971,66.8965517241379,54.7445255474453,87.2727272727273,81.01265822784809,90.8045977011494,BP
1117,MaM,15,SEP,Y8,B,B,70.0,74.0,Y14,Y16,X,G,73.0,Y20,22.6415094339623,56.687898089172,57.5757575757576,61.963190184049104,47.5409836065574,67.66467065868261,54.18994413407821,63.00578034682079,50.0,69.7841726618705,64.13793103448279,63.503649635036496,58.1818181818182,65.8227848101266,54.0229885057471,MP
1118,AaR,14,JUL,Y6,B,B,66.0,69.6,Y14,Y16,X,B,67.9,Y20,45.2830188679245,71.9745222929936,61.212121212121204,65.6441717791411,39.344262295082004,62.874251497006,56.4245810055866,57.2254335260116,19.6428571428571,42.4460431654676,62.758620689655196,44.5255474452555,52.7272727272727,55.6962025316456,51.7241379310345,MP
810,RaG,10,AUG,Y8,B,K,86.0,81.4,Y14,Y16,X,J,77.9,Y20,35.849056603773604,50.3184713375796,51.5151515151515,75.4601226993865,44.2622950819672,62.874251497006,56.4245810055866,57.2254335260116,80.3571428571429,89.9280575539569,77.9310344827586,79.5620437956204,38.1818181818182,33.06962025316455,43.678160919540204,BP
541,MaK,11,AUG,Y7,B,E,89.92,82.16,Y14,Y16,X,G,71.77,Y20,45.2830188679245,73.24840764331209,72.1212121212121,61.963190184049104,14.754098360655698,53.29341317365271,36.312849162011204,65.3179190751445,51.78571428571429,59.71223021582729,66.8965517241379,75.1824817518248,38.1818181818182,56.96202531645571,25.287356321839102,LP
737,KkA,12,NOV,Y7,A,E,87.84,92.0,Y14,Y16,X,G,66.19,Y20,75.4716981132076,78.343949044586,84.24242424242429,80.3680981595092,32.622950819672106,46.1077844311377,62.0111731843575,53.757225433526,53.571428571428605,69.7841726618705,61.3793103448276,75.1824817518248,58.1818181818182,64.5569620253165,36.7816091954023,MP
1056,KnJ,11,JUL,Y7,A,S,74.2,69.6,Y14,Y16,X,B,73.2,Y20,37.7358490566038,57.9617834394904,60.0,59.509202453987704,65.57377049180329,58.08383233532929,74.30167597765359,76.878612716763,48.21428571428571,61.151079136690704,53.1034482758621,89.7810218978102,81.8181818181818,68.3544303797468,88.5057471264368,BP
838,CnS,12,JUL,Y8,A,N,83.73,86.67,Y14,Y16,X,J,68.59,Y20,52.8301886792453,71.9745222929936,56.363636363636395,75.4601226993865,47.5409836065574,62.874251497006,63.1284916201117,63.00578034682079,66.0714285714286,76.9784172661871,69.65517241379311,81.021897810219,69.0909090909091,51.8987341772152,75.86206896551721,BP
14,RaS,10,JUL,Y8,B,C,90.16,95.3,Y14,Y17,X,B,77.8,Y20,45.2830188679245,64.33121019108279,61.212121212121204,65.6441717791411,32.7868852459016,50.8982035928144,57.541899441340796,46.820809248554895,42.8571428571429,71.2230215827338,53.1034482758621,56.2043795620438,40.0,65.8227848101266,28.7356321839081,BP
440,KhM,13,JAN,Y8,A,B,83.2,74.2,Y14,Y16,X,B,74.2,Y20,75.4716981132076,66.8789808917198,74.5454545454546,87.7300613496933,42.622950819672106,64.0718562874252,67.5977653631285,80.34682080924858,71.4285714285714,87.0503597122302,68.2758620689655,85.4014598540146,81.8181818181818,86.07594936708858,79.3103448275862,BP
1104,JeM,14,JAN,Y7,A,N,83.06,88.0,Y14,Y16,X,J,61.25,Y20,66.0377358490566,75.79617834394901,68.4848484848485,84.04907975460121,45.482695810564664,71.25748502994009,72.0670391061452,80.34682080924858,67.85714285714289,84.1726618705036,66.8965517241379,81.021897810219,81.8181818181818,86.07594936708858,79.3103448275862,BP
110,SiV,13,OCT,Y7,B,E,88.16,90.83,Y14,Y16,X,B,79.08,Y20,56.6037735849057,68.1528662420382,69.6969696969697,73.0061349693252,54.09836065573771,70.059880239521,65.3631284916201,60.693641618497104,46.428571428571395,59.71223021582729,72.4137931034483,57.664233576642296,65.4545454545455,78.48101265822791,60.9195402298851,BP
408,KiS,16,MAY,Y8,B,C,88.2,94.9,Y14,Y16,X,B,89.7,Y20,58.490566037735796,74.52229299363059,67.2727272727273,81.59509202453991,63.9344262295082,77.2455089820359,67.5977653631285,73.41040462427749,69.64285714285711,78.41726618705042,79.3103448275862,69.3430656934307,81.8181818181818,78.48101265822791,81.60919540229891,BP
204,MiK,12,OCT,Y7,B,E,83.52,70.5,Y14,Y16,X,I,72.81,Y20,45.2830188679245,68.1528662420382,61.212121212121204,65.6441717791411,42.622950819672106,61.6766467065868,51.9553072625698,65.3179190751445,30.357142857142897,51.079136690647495,53.1034482758621,62.043795620438004,43.636363636363605,73.4177215189874,31.0344827586207,MP
433,RnM,13,DEC,Y6,A,D,85.0,82.2,Y14,Y16,X,B,73.0,Y20,49.0566037735849,63.057324840764295,64.8484848484849,71.7791411042945,47.5409836065574,60.47904191616771,62.0111731843575,67.6300578034682,39.2857142857143,66.9064748201439,58.6206896551724,53.2846715328467,61.8181818181818,68.3544303797468,60.9195402298851,BP
352,SaS,12,MAY,Y7,B,D,87.6,88.0,Y14,Y16,X,B,67.8,Y20,32.0754716981132,60.5095541401274,58.787878787878796,57.055214723926404,24.590163934426197,59.2814371257485,45.251396648044704,50.2890173410405,55.3571428571429,65.4676258992806,61.3793103448276,83.941605839416,58.1818181818182,68.3544303797468,54.0229885057471,BP
90,AmD,16,JUN,Y8,A,A,92.2,82.25,Y14,Y16,X,B,70.12,Y20,54.7169811320755,73.24840764331209,63.636363636363605,71.7791411042945,31.1475409836066,53.29341317365271,51.9553072625698,57.2254335260116,19.6428571428571,45.3237410071943,39.3103448275862,47.4452554744526,52.7272727272727,40.5063291139241,58.6206896551724,MP
1408,SiS,12,OCT,Y7,B,G,86.5,76.4,Y14,Y16,X,J,69.85,Y20,43.3962264150943,63.057324840764295,63.636363636363605,63.1901840490798,45.90163934426229,60.47904191616771,68.7150837988827,56.0693641618497,66.0714285714286,72.6618705035971,71.0344827586207,82.4817518248175,67.2727272727273,88.6075949367089,56.321839080459796,BP
758,MdM,20,DEC,Y7,A,N,83.2,86.83,Y14,Y16,X,G,62.32,Y20,67.9245283018868,77.0700636942675,78.1818181818182,71.7791411042945,44.09836065573771,68.8622754491018,72.0670391061452,56.0693641618497,44.6428571428571,71.2230215827338,53.1034482758621,66.42335766423359,72.7272727272727,87.34177215189871,66.6666666666667,MP
777,GaS,14,SEP,Y6,B,M,87.17,83.0,Y13,Y15,X,J,75.2,Y20,69.811320754717,70.7006369426752,52.7272727272727,90.1840490797546,73.7704918032787,85.6287425149701,56.4245810055866,58.381502890173394,55.3571428571429,74.10071942446041,60.0,86.8613138686131,76.3636363636364,51.8987341772152,78.1609195402299,BP
795,SaS,11,MAY,Y7,B,M,71.0,77.0,Y13,Y15,X,G,71.9,Y20,20.754716981132102,55.4140127388535,61.212121212121204,46.01226993865029,29.5081967213115,49.7005988023952,62.0111731843575,53.757225433526,51.78571428571429,64.0287769784173,76.55172413793109,62.043795620438004,89.0909090909091,77.2151898734177,73.5632183908046,BP
1417,VaP,13,SEP,Y7,B,N,88.4,87.5,Y14,Y16,X,J,63.44,Y20,66.0377358490566,74.52229299363059,70.9090909090909,88.95705521472391,65.57377049180329,79.6407185628743,58.659217877095,53.757225433526,53.571428571428605,81.294964028777,58.6206896551724,59.1240875912409,78.1818181818182,78.48101265822791,77.01149425287359,BP
1250,VvC,16,JAN,Y8,A,M,75.6,76.4,Y14,Y16,X,J,60.99,Y20,43.3962264150943,71.9745222929936,56.363636363636395,59.509202453987704,26.2295081967213,60.47904191616771,47.4860335195531,53.757225433526,41.0714285714286,64.0287769784173,66.8965517241379,48.90510948905111,83.6363636363636,83.5443037974683,90.8045977011494,BP
431,BuK,16,NOV,Y6,A,E,80.2,74.6,Y14,Y16,X,B,63.05,Y20,52.8301886792453,73.24840764331209,62.4242424242424,69.3251533742331,31.1475409836066,48.5029940119761,50.837988826815604,56.0693641618497,30.357142857142897,55.3956834532374,51.7241379310345,54.7445255474453,38.1818181818182,53.1645569620253,33.3333333333333,MP
1165,KrV,17,JUL,Y7,A,N,91.06,88.67,Y14,Y16,X,J,68.3,Y20,71.69811320754721,69.4267515923567,76.969696969697,87.7300613496933,81.96721311475409,90.41916167664671,82.122905027933,58.381502890173394,69.64285714285711,82.7338129496403,68.2758620689655,83.941605839416,87.2727272727273,88.6075949367089,83.9080459770115,BP
155,CnA,13,SEP,Y7,A,E,81.44,74.5,Y14,Y16,X,B,61.58,Y20,43.3962264150943,69.4267515923567,61.212121212121204,61.963190184049104,22.9508196721311,46.1077844311377,46.3687150837989,53.757225433526,10.7142857142857,41.0071942446043,44.8275862068966,41.605839416058394,29.0909090909091,50.6329113924051,21.839080459770102,LP
308,AnV,10,SEP,Y7,A,D,90.16,89.5,Y14,Y16,X,B,71.83,Y20,56.6037735849057,73.24840764331209,64.8484848484849,76.6871165644172,75.4098360655738,84.43113772455091,73.1843575418994,58.381502890173394,62.5,75.5395683453237,76.55172413793109,69.3430656934307,78.1818181818182,73.4177215189874,81.60919540229891,BP
417,MaM,15,NOV,Y6,B,E,80.0,77.66,Y13,Y15,X,B,62.0,Y20,33.9622641509434,64.33121019108279,67.2727272727273,53.3742331288344,34.4262295081967,49.7005988023952,62.0111731843575,51.44508670520229,39.2857142857143,64.0287769784173,50.3448275862069,66.42335766423359,56.363636363636395,63.2911392405063,54.0229885057471,LP
1022,SaS,14,OCT,Y8,B,Q,76.66,68.6,Y14,Y16,X,G,78.1,Y20,43.3962264150943,55.4140127388535,53.9393939393939,68.0981595092025,44.2622950819672,62.874251497006,54.18994413407821,65.3179190751445,46.428571428571395,62.589928057554,64.13793103448279,64.963503649635,83.6363636363636,83.5443037974683,81.60919540229891,BP
180,KaR,11,FEB,Y7,B,D,94.83,95.33,Y13,Y15,X,B,85.0,Y20,73.5849056603774,88.5350318471338,80.6060606060606,86.5030674846626,63.9344262295082,84.43113772455091,83.2402234636871,81.5028901734104,53.571428571428605,76.9784172661871,66.8965517241379,62.043795620438004,85.4545454545455,68.3544303797468,90.8045977011494,BP
449,ErS,11,JAN,Y4,A,A,78.5,75.23,Y10,Y13,X,K,73.4,Y20,43.3962264150943,65.6050955414013,61.212121212121204,63.1901840490798,22.9508196721311,55.68862275449099,57.541899441340796,52.6011560693642,41.0714285714286,85.61151079136691,36.551724137931,60.58394160583939,67.2727272727273,45.56962025316461,81.60919540229891,BP
99,BiA,16,SEP,Y8,B,A,92.6,96.92,Y14,Y16,X,B,77.35,Y20,41.509433962264204,83.4394904458599,74.5454545454546,53.3742331288344,49.1803278688525,67.66467065868261,59.77653631284921,65.3179190751445,44.6428571428571,65.4676258992806,64.13793103448279,60.58394160583939,80.0,96.2025316455696,74.7126436781609,BP
1217,AeC,27,OCT,Y7,A,J,86.2,87.8,Y14,Y16,X,G,71.07,Y20,79.24528301886791,83.4394904458599,87.8787878787879,80.3680981595092,60.655737704918,64.0718562874252,73.1843575418994,67.6300578034682,55.3571428571429,59.71223021582729,83.448275862069,54.7445255474453,83.6363636363636,86.07594936708858,79.3103448275862,BP
193,DaS,12,OCT,Y7,B,E,88.13,79.5,Y13,Y16,X,B,71.88,Y20,24.528301886792498,52.8662420382166,56.363636363636395,57.055214723926404,22.9508196721311,47.3053892215569,46.3687150837989,61.849710982659,44.6428571428571,65.4676258992806,57.241379310344804,66.42335766423359,30.9090909090909,48.1012658227848,21.839080459770102,BP
1269,KnK,20,MAR,Y8,A,A,82.63,91.9,Y14,Y16,X,J,74.0,Y20,69.811320754717,84.7133757961783,79.3939393939394,80.3680981595092,26.2295081967213,58.08383233532929,47.4860335195531,53.757225433526,44.6428571428571,62.589928057554,60.0,66.42335766423359,58.1818181818182,50.6329113924051,60.9195402298851,BP
1300,UhS,12,JUL,Y7,A,D,78.8,72.2,Y14,Y16,X,L,70.9,Y20,35.849056603773604,65.6050955414013,75.7575757575758,61.963190184049104,70.4918032786885,83.2335329341317,64.2458100558659,61.849710982659,55.3571428571429,71.2230215827338,61.3793103448276,83.941605839416,80.0,88.6075949367089,74.7126436781609,MP
159,ShC,15,JAN,Y8,A,E,76.8,73.66,Y14,Y16,X,L,63.22,Y20,49.0566037735849,68.1528662420382,49.0909090909091,76.6871165644172,18.032786885245898,53.29341317365271,47.4860335195531,53.757225433526,25.0,42.4460431654676,48.9655172413793,79.5620437956204,61.8181818181818,58.22784810126579,63.2183908045977,LP
714,SaS,10,MAY,Y8,B,I,78.6,65.0,Y14,Y16,X,J,73.46,Y20,64.1509433962264,92.3566878980892,78.1818181818182,58.2822085889571,34.2622950819672,56.8862275449102,69.8324022346369,65.3179190751445,62.321428571428605,85.61151079136691,73.79310344827591,81.021897810219,65.2727272727273,72.1518987341772,80.4597701149425,LP
1293,SgG,12,MAY,Y7,A,D,90.0,82.6,Y14,Y16,X,L,70.7,Y20,43.3962264150943,87.2611464968153,68.4848484848485,57.055214723926404,45.90163934426229,61.6766467065868,73.1843575418994,63.00578034682079,35.7142857142857,65.4676258992806,43.448275862068996,62.043795620438004,56.363636363636395,63.2911392405063,56.321839080459796,MP
399,VaS,23,AUG,Y8,B,C,87.5,96.2,Y14,Y16,X,B,82.06,Y20,30.188679245282998,74.52229299363059,56.363636363636395,55.828220858895705,59.016393442623,76.0479041916168,62.0111731843575,75.7225433526012,58.928571428571395,65.4676258992806,69.65517241379311,81.021897810219,47.2727272727273,70.8860759493671,35.632183908045995,BP
73,BiM,15,SEP,Y7,A,A,84.63,83.75,Y14,Y16,X,K,76.78,Y20,49.0566037735849,69.4267515923567,63.636363636363605,69.3251533742331,52.4590163934426,49.7005988023952,64.2458100558659,75.7225433526012,44.6428571428571,79.85611510791371,53.1034482758621,54.7445255474453,61.8181818181818,53.1645569620253,70.1149425287356,LP
985,PhM,15,APR,Y6,A,M,70.2,62.8,Y13,Y15,X,J,71.8,Y20,47.1698113207547,65.6050955414013,62.4242424242424,65.6441717791411,55.7377049180328,74.85029940119759,60.8938547486034,61.849710982659,66.0714285714286,78.41726618705042,68.2758620689655,82.4817518248175,70.9090909090909,75.9493670886076,72.4137931034483,BP
363,PiR,14,SEP,Y7,B,A,87.36,86.92,Y14,Y16,X,C,79.2,Y20,73.5849056603774,69.4267515923567,83.030303030303,71.7791411042945,27.8688524590164,54.491017964071894,47.4860335195531,54.913294797687904,50.0,65.4676258992806,61.3793103448276,75.1824817518248,74.5454545454546,73.4177215189874,74.7126436781609,BP
938,SiG,11,MAR,Y7,B,Z,79.0,72.8,Y14,Y16,X,B,69.9,Y20,33.9622641509434,52.8662420382166,53.9393939393939,63.1901840490798,14.754098360655698,53.29341317365271,38.547486033519604,54.913294797687904,10.7142857142857,51.079136690647495,35.1724137931035,48.90510948905111,38.1818181818182,33.06962025316455,44.8275862068966,LP
732,MrS,15,NOV,Y7,A,E,72.8,67.52,Y14,Y17,X,J,64.68,Y20,2.8301886792454027,52.8662420382166,50.3030303030303,44.785276073619606,2.4590163934425497,35.3293413173653,39.664804469273705,59.537572254335295,53.571428571428605,75.5395683453237,77.9310344827586,56.2043795620438,38.0,77.2151898734177,48.2758620689655,MP
860,VkV,10,APR,Y6,A,M,76.0,80.4,Y12,Y14,X,J,66.67,Y20,41.509433962264204,71.9745222929936,57.5757575757576,66.8711656441718,59.016393442623,70.059880239521,66.4804469273743,76.878612716763,60.71428571428571,84.1726618705036,73.79310344827591,51.8248175182482,72.7272727272727,79.746835443038,59.77011494252871,BP
1135,MtB,13,JAN,Y7,A,N,80.13,83.0,Y14,Y16,X,J,63.0,Y20,49.0566037735849,82.16560509554141,53.9393939393939,68.0981595092025,36.065573770491795,54.491017964071894,57.541899441340796,51.44508670520229,57.1428571428571,75.5395683453237,57.241379310344804,81.021897810219,38.0,58.22784810126579,35.632183908045995,BP
17,NaB,13,DEC,Y7,B,C,92.0,94.6,Y14,Y16,X,B,84.0,Y20,56.6037735849057,84.7133757961783,67.2727272727273,70.5521472392638,67.2131147540984,82.0359281437126,58.659217877095,60.693641618497104,46.428571428571395,58.273381294964,53.1034482758621,82.4817518248175,74.5454545454546,65.8227848101266,79.3103448275862,BP
78,AsE,16,AUG,Y7,A,A,88.88,94.42,Y14,Y16,X,B,79.45,Y20,56.6037735849057,77.0700636942675,72.1212121212121,68.0981595092025,34.4262295081967,49.7005988023952,58.659217877095,57.2254335260116,41.0714285714286,74.10071942446041,42.068965517241395,69.3430656934307,38.1818181818182,63.2911392405063,28.7356321839081,BP
322,SaC,12,FEB,Y6,B,L,84.6,69.4,Y13,Y15,X,B,72.2,Y20,67.9245283018868,69.4267515923567,56.363636363636395,79.1411042944785,42.622950819672106,61.6766467065868,62.0111731843575,63.00578034682079,41.0714285714286,56.834532374100704,62.758620689655196,63.503649635036496,60.0,68.3544303797468,58.6206896551724,BP
1229,MnR,24,MAY,Y8,A,D,80.4,77.67,Y14,Y16,X,D,63.1,Y20,67.9245283018868,65.6050955414013,67.2727272727273,86.5030674846626,42.622950819672106,60.47904191616771,62.0111731843575,52.6011560693642,53.571428571428605,78.41726618705042,54.48275862068971,73.72262773722629,76.3636363636364,83.5443037974683,74.7126436781609,MP
168,AtM,9,DEC,Y8,A,J,69.8,65.6,Y14,Y16,X,B,69.81,Y20,47.1698113207547,63.057324840764295,58.787878787878796,71.7791411042945,59.016393442623,71.25748502994009,67.5977653631285,75.7225433526012,48.21428571428571,55.3956834532374,72.4137931034483,72.26277372262771,65.4545454545455,55.6962025316456,67.816091954023,BP
708,SiV,13,JUN,Y7,B,L,81.33,65.5,Y13,Y15,X,G,67.8,Y20,75.4716981132076,75.79617834394901,85.4545454545455,63.1901840490798,55.7377049180328,74.85029940119759,59.77653631284921,76.878612716763,83.9285714285714,82.7338129496403,83.448275862069,88.32116788321171,92.7272727272727,79.746835443038,57.471264367816104,BP
854,AeA,13,JAN,Y6,A,M,87.83,82.8,Y13,Y15,X,J,55.96,Y20,71.69811320754721,56.687898089172,80.6060606060606,79.1411042944785,60.655737704918,78.44311377245509,67.5977653631285,75.7225433526012,69.64285714285711,87.0503597122302,76.55172413793109,66.42335766423359,69.0909090909091,69.620253164557,64.367816091954,BP
1160,VhS,14,JUL,Y7,A,N,87.2,85.33,Y14,Y16,X,B,61.98,Y20,52.8301886792453,70.7006369426752,62.4242424242424,70.5521472392638,47.3770491803279,68.8622754491018,65.3631284916201,54.913294797687904,42.8571428571429,64.0287769784173,55.8620689655172,66.42335766423359,50.9090909090909,73.4177215189874,44.8275862068966,BP
